iter	Passed	Remaining
418	2217	3074
419	2222	3069
420	2226	3062
421	2231	3056
422	2236	3050
423	2240	3044
424	2245	3037
425	2250	3032
426	2254	3025
427	2259	3020
428	2264	3014
429	2269	3008
430	2273	3001
431	2278	2995
432	2283	2989
433	2287	2983
434	2292	2977
435	2297	2971
436	2301	2965
437	2306	2959
438	2311	2954
439	2316	2948
440	2321	2942
441	2325	2936
442	2330	2930
443	2335	2924
444	2340	2918
445	2344	2912
446	2348	2905
447	2353	2900
448	2358	2894
449	2362	2887
450	2368	2882
451	2372	2876
452	2376	2870
453	2381	2863
454	2385	2857
455	2389	2850
456	2394	2845
457	2399	2840
458	2404	2834
459	2409	2828
460	2413	2822
461	2418	2815
462	2422	2809
463	2427	2803
464	2431	2797
465	2436	2792
466	2441	2786
467	2446	2780
468	2450	2774
469	2455	2768
470	2459	2762
471	2464	2756
472	2469	2751
473	2474	2745
474	2478	2739
475	2483	2733
476	2487	2727
477	2492	2722
478	2497	2716
479	2502	2710
480	2506	2704
481	2511	2699
482	2516	2693
483	2521	2688
484	2526	2682
485	2531	2677
486	2536	2671
487	2541	2666
488	2545	2659
489	2549	2653
490	2553	2647
491	2558	2641
492	2562	2635
493	2566	2629
494	2571	2623
495	2575	2617
496	2579	2610
497	2584	2605
498	2588	2599
499	2593	2593
500	2598	2587
501	2603	2582
502	2607	2575
503	2611	2570
504	2616	2565
505	2621	2559
506	2626	2553
507	2630	2548
508	2635	2542
509	2639	2536
510	2644	2530
511	2648	2524
512	2653	2518
513	2657	2512
514	2662	2506
515	2666	2501
516	2671	2495
517	2675	2489
518	2680	2484
519	2685	2478
520	2690	2473
521	2694	2467
522	2699	2461
523	2703	2456
524	2708	2450
525	2713	2445
526	2718	2440
527	2723	2434
528	2728	2428
529	2732	2423
530	2737	2418
531	2742	2412
532	2747	2407
533	2752	2401
534	2757	2396
535	2762	2391
536	2768	2386
537	2773	2381
538	2777	2375
539	2782	2370
540	2788	2365
541	2793	2360
542	2798	2354
543	2803	2349
544	2808	2344
545	2813	2339
546	2817	2333
547	2822	2328
548	2827	2322
549	2832	2317
550	2836	2311
551	2841	2306
552	2846	2301
553	2851	2295
554	2856	2289
555	2861	2284
556	2865	2279
557	2870	2273
558	2875	2268
559	2880	2263
560	2885	2258
561	2890	2252
562	2895	2247
563	2899	2241
564	2904	2236
565	2909	2231
566	2914	2225
567	2919	2220
568	2923	2214
569	2929	2209
570	2933	2204
571	2938	2198
572	2943	2193
573	2948	2188
574	2953	2183
575	2958	2177
576	2963	2172
577	2968	2166
578	2972	2161
579	2977	2156
580	2982	2150
581	2987	2145
582	2991	2140
583	2997	2134
584	3002	2129
585	3006	2124
586	3012	2119
587	3017	2114
588	3023	2109
589	3027	2104
590	3031	2098
591	3036	2092
592	3041	2087
593	3046	2082
594	3051	2076
595	3055	2071
596	3060	2065
597	3065	2060
598	3069	2055
599	3074	2049
600	3079	2044
601	3084	2039
602	3089	2034
603	3094	2029
604	3100	2024
605	3105	2019
606	3111	2014
607	3116	2009
608	3121	2004
609	3127	1999
610	3132	1994
611	3138	1989
612	3143	1984
613	3149	1979
614	3154	1974
615	3160	1970
616	3165	1964
617	3170	1959
618	3175	1954
619	3180	1949
620	3185	1944
621	3190	1938
622	3196	1934
623	3201	1929
624	3206	1923
625	3211	1918
626	3217	1913
627	3222	1908
628	3227	1903
629	3232	1898
630	3237	1893
631	3243	1888
632	3248	1883
633	3253	1878
634	3259	1873
635	3264	1868
636	3269	1863
637	3274	1858
638	3280	1853
639	3284	1847
640	3290	1842
641	3295	1837
642	3300	1832
643	3305	1827
644	3310	1822
645	3315	1816
646	3320	1811
647	3325	1806
648	3329	1800
649	3335	1795
650	3339	1790
651	3344	1785
652	3350	1780
653	3355	1775
654	3360	1769
655	3365	1764
656	3369	1759
657	3374	1754
658	3379	1748
659	3384	1743
660	3389	1738
661	3394	1732
662	3398	1727
663	3403	1722
664	3407	1716
665	3412	1711
666	3417	1706
667	3422	1700
668	3427	1695
669	3431	1690
670	3435	1684
671	3440	1679
672	3445	1674
673	3450	1668
674	3454	1663
675	3459	1658
676	3464	1652
677	3469	1647
678	3474	1642
679	3478	1636
680	3483	1631
681	3488	1626
682	3493	1621
683	3497	1615
684	3501	1610
685	3506	1605
686	3511	1600
687	3516	1594
688	3521	1589
689	3526	1584
690	3532	1579
691	3536	1573
692	3541	1568
693	3545	1563
694	3550	1557
695	3555	1552
696	3559	1547
697	3563	1541
698	3568	1536
699	3573	1531
700	3578	1526
701	3583	1521
702	3588	1515
703	3593	1510
704	3597	1505
705	3602	1500
706	3607	1494
707	3611	1489
708	3616	1484
709	3621	1479
710	3626	1474
711	3631	1468
712	3636	1463
713	3641	1458
714	3646	1453
715	3650	1448
716	3656	1443
717	3662	1438
718	3667	1433
719	3672	1428
720	3676	1422
721	3681	1417
722	3686	1412
723	3691	1407
724	3696	1401
725	3700	1396
726	3705	1391
727	3710	1386
728	3716	1381
729	3720	1376
730	3725	1371
731	3731	1366
732	3736	1360
733	3741	1355
734	3745	1350
735	3750	1345
736	3754	1339
737	3759	1334
738	3764	1329
739	3769	1324
740	3774	1319
741	3779	1314
742	3784	1309
743	3789	1303
744	3793	1298
745	3797	1293
746	3802	1287
747	3806	1282
748	3810	1277
749	3815	1271
750	3819	1266
751	3825	1261
752	3830	1256
753	3834	1251
754	3839	1245
755	3844	1240
756	3848	1235
757	3853	1230
758	3858	1225
759	3863	1220
760	3867	1214
761	3872	1209
762	3876	1204
763	3881	1199
764	3886	1193
765	3890	1188
766	3895	1183
767	3900	1178
768	3904	1172
769	3908	1167
770	3912	1162
771	3917	1156
772	3921	1151
773	3927	1146
774	3932	1141
775	3936	1136
776	3940	1131
777	3945	1125
778	3949	1120
779	3954	1115
780	3959	1110
781	3963	1105
782	3968	1099
783	3972	1094
784	3977	1089
785	3981	1083
786	3985	1078
787	3989	1073
788	3994	1068
789	3998	1062
790	4002	1057
791	4006	1052
792	4010	1046
793	4015	1041
794	4020	1036
795	4025	1031
796	4030	1026
797	4035	1021
798	4039	1016
799	4043	1010
800	4047	1005
801	4052	1000
802	4057	995
803	4062	990
804	4067	985
805	4072	980
806	4076	975
807	4082	969
808	4087	965
809	4092	960
810	4097	954
811	4102	949
812	4107	944
813	4112	939
814	4116	934
815	4121	929
816	4125	924
817	4131	919
818	4136	914
819	4141	909
820	4145	903
821	4150	898
822	4155	893
823	4160	888
824	4165	883
825	4171	878
826	4176	873
827	4180	868
828	4185	863
829	4190	858
830	4194	853
831	4199	847
832	4204	842
833	4209	837
834	4213	832
835	4218	827
836	4222	822
837	4226	817
838	4231	812
839	4236	806
840	4240	801
841	4245	796
842	4249	791
843	4254	786
844	4258	781
845	4263	776
846	4267	770
847	4272	765
848	4276	760
849	4280	755
850	4285	750
851	4289	745
852	4294	740
853	4299	734
854	4303	729
855	4307	724
856	4312	719
857	4316	714
858	4320	709
859	4325	704
860	4329	698
861	4334	693
862	4338	688
863	4343	683
864	4347	678
865	4352	673
866	4356	668
867	4360	663
868	4364	657
869	4369	652
870	4374	647
871	4378	642
872	4382	637
873	4387	632
874	4392	627
875	4396	622
876	4400	617
877	4405	612
878	4409	606
879	4413	601
880	4418	596
881	4423	591
882	4427	586
883	4432	581
884	4436	576
885	4441	571
886	4446	566
887	4450	561
888	4454	556
889	4459	551
890	4463	546
891	4468	541
892	4472	535
893	4476	530
894	4481	525
895	4486	520
896	4490	515
897	4494	510
898	4499	505
899	4503	500
900	4508	495
901	4513	490
902	4517	485
903	4522	480
904	4526	475
905	4531	470
906	4535	465
907	4540	460
908	4545	455
909	4549	449
910	4554	444
911	4558	439
912	4563	434
913	4567	429
914	4571	424
915	4576	419
916	4580	414
917	4585	409
918	4589	404
919	4593	399
920	4598	394
921	4602	389
922	4606	384
923	4611	379
924	4615	374
925	4619	369
926	4624	364
927	4628	359
928	4632	354
929	4637	349
930	4642	344
931	4646	338
932	4650	333
933	4654	328
934	4659	323
935	4664	318
936	4668	313
937	4672	308
938	4677	303
939	4682	298
940	4686	293
941	4690	288
942	4695	283
943	4699	278
944	4704	273
945	4709	268
946	4713	263
947	4718	258
948	4723	253
949	4728	248
950	4732	243
951	4737	238
952	4742	233
953	4747	228
954	4753	223
955	4758	219
956	4763	214
957	4768	209
958	4773	204
959	4778	199
960	4782	194
961	4787	189
962	4792	184
963	4797	179
964	4801	174
965	4807	169
966	4812	164
967	4817	159
968	4822	154
969	4826	149
970	4831	144
971	4836	139
972	4841	134
973	4846	129
974	4850	124
975	4856	119
976	4860	114
977	4865	109
978	4869	104
979	4874	99
980	4879	94
981	4884	89
982	4888	84
983	4893	79
984	4898	74
985	4902	69
986	4907	64
987	4912	59
988	4917	54
989	4922	49
990	4926	44
991	4931	39
992	4936	34
993	4941	29
994	4946	24
995	4951	19
996	4956	14
997	4961	9
998	4965	4
999	4970	0
