iter	Logloss
0	0.630534642
1	0.567637686
2	0.516350311
3	0.465964562
4	0.4214751588
5	0.3860158738
6	0.3517728504
7	0.322053028
8	0.2964030612
9	0.2699327841
10	0.2467549416
11	0.2242316673
12	0.2050468328
13	0.1892977497
14	0.1746992406
15	0.1616660071
16	0.1489867319
17	0.1375743851
18	0.1271862699
19	0.1176420158
20	0.1089242224
21	0.1013676208
22	0.09456467327
23	0.08852134011
24	0.08366830928
25	0.07899200846
26	0.07439781136
27	0.07051025581
28	0.06716964922
29	0.06379504321
30	0.06107466158
31	0.0582650501
32	0.055841111
33	0.05346658963
34	0.05118089091
35	0.04940214247
36	0.04756823671
37	0.04600169973
38	0.04463516956
39	0.0432103576
40	0.04171502376
41	0.04060332315
42	0.03928541749
43	0.03836733422
44	0.03735810886
45	0.03655902187
46	0.03567366476
47	0.03484979771
48	0.0341828473
49	0.03342611241
50	0.0327548637
51	0.03219463366
52	0.0315463991
53	0.0310384552
54	0.03049672294
55	0.02995479648
56	0.02948274462
57	0.02913677977
58	0.02867944611
59	0.02837826671
60	0.02806128201
61	0.02774043795
62	0.02735992179
63	0.02714833951
64	0.02685964357
65	0.02656668701
66	0.02636833933
67	0.0260892129
68	0.02587181713
69	0.02562460535
70	0.02540918266
71	0.02527064018
72	0.0250574268
73	0.02492245064
74	0.02476283696
75	0.02454397521
76	0.0243064638
77	0.02415374153
78	0.02395000458
79	0.02381783352
80	0.02370668494
81	0.02354063262
82	0.0234538978
83	0.02331022112
84	0.0231251147
85	0.02305275404
86	0.02290890506
87	0.02277568377
88	0.02260937794
89	0.02253181701
90	0.02240988934
91	0.0222853808
92	0.02219559051
93	0.02208922663
94	0.02198375276
95	0.02191525178
96	0.02180877102
97	0.0217122856
98	0.0215877901
99	0.02155112825
100	0.02151387411
101	0.02145058775
102	0.02137521106
103	0.02130249854
104	0.02124256034
105	0.02118242092
106	0.02110767629
107	0.0210367606
108	0.020969532
109	0.02088175222
110	0.02084405346
111	0.02081711923
112	0.02076911118
113	0.02072500076
114	0.02067398953
115	0.02062914096
116	0.02059027891
117	0.02053832624
118	0.02049841085
119	0.02045066678
120	0.02039676359
121	0.02034460416
122	0.02029708323
123	0.02025622213
124	0.02022378395
125	0.02017079602
126	0.02012930971
127	0.02009459396
128	0.02005212795
129	0.02002477963
130	0.01999258812
131	0.01996033345
132	0.01992699359
133	0.01983126907
134	0.01981150942
135	0.01974604194
136	0.01969983591
137	0.01965555807
138	0.01962699262
139	0.01959986022
140	0.0195752134
141	0.01954832366
142	0.01952389442
143	0.01947566205
144	0.01945132085
145	0.01942698656
146	0.0193773033
147	0.01935569939
148	0.01932045708
149	0.01930145937
150	0.01926112609
151	0.01920639447
152	0.01918569288
153	0.0191365557
154	0.01912092445
155	0.01907224
156	0.01905506628
157	0.01903435304
158	0.01901892638
159	0.01895951785
160	0.01889527944
161	0.01887518741
162	0.01885906009
163	0.01881151758
164	0.01878986586
165	0.0187635318
166	0.01874091418
167	0.01872575624
168	0.01870965513
169	0.0186162928
170	0.01860110965
171	0.01856064647
172	0.0185426942
173	0.0185026524
174	0.01847690031
175	0.01846332947
176	0.01845152073
177	0.01843812628
178	0.01842608516
179	0.01840657464
180	0.01836707943
181	0.01830860627
182	0.01826703468
183	0.01825453171
184	0.01824169254
185	0.0182072946
186	0.01819526929
187	0.01814424948
188	0.01811530394
189	0.01810499402
190	0.0180962278
191	0.01807521793
192	0.01805754216
193	0.01804501105
194	0.01800946831
195	0.01796882299
196	0.01793003003
197	0.01789804368
198	0.01787567747
199	0.01786616715
200	0.01784477143
201	0.0178321623
202	0.01780375512
203	0.01779502936
204	0.01776242103
205	0.0177381757
206	0.01771194573
207	0.01767766969
208	0.01766214641
209	0.01764332117
210	0.01762828888
211	0.01761560445
212	0.01760302288
213	0.01758067512
214	0.01757248029
215	0.01753441253
216	0.01751295667
217	0.01747594513
218	0.0174678924
219	0.01743885876
220	0.01742633263
221	0.01741941202
222	0.01740413339
223	0.01737788926
224	0.01735084827
225	0.0173339049
226	0.01731201149
227	0.01728659643
228	0.01727843411
229	0.01724435759
230	0.0172317649
231	0.0171919797
232	0.01717065929
233	0.01713407405
234	0.01712788405
235	0.01709014842
236	0.01707229175
237	0.01704490118
238	0.01704488612
239	0.01700976361
240	0.01699020626
241	0.01697436478
242	0.01694141894
243	0.01693426494
244	0.01692635801
245	0.01691123221
246	0.01690400592
247	0.01689260073
248	0.01688505212
249	0.0168850822
250	0.01687268281
251	0.01686549617
252	0.01683699762
253	0.01681437071
254	0.01680803168
255	0.01680152324
256	0.01679035359
257	0.01675075923
258	0.01674458552
259	0.01670256231
260	0.01669562316
261	0.01669562447
262	0.01668718012
263	0.01668194262
264	0.01665919692
265	0.01664789778
266	0.01664291113
267	0.01663202632
268	0.01662681076
269	0.01659527703
270	0.01656891641
271	0.01655374097
272	0.01655240674
273	0.01653215768
274	0.01652122394
275	0.01650722515
276	0.01649902498
277	0.01646496716
278	0.01646046265
279	0.01645494005
280	0.01643724925
281	0.0164241545
282	0.01641406784
283	0.0164042454
284	0.01637467687
285	0.01635085912
286	0.0163280721
287	0.01631194079
288	0.0162866968
289	0.01627211082
290	0.01625909768
291	0.01623948609
292	0.01622581553
293	0.01621107918
294	0.01619795509
295	0.01617944921
296	0.01616385066
297	0.01616387075
298	0.01613133059
299	0.01611697913
300	0.01609743682
301	0.0160785274
302	0.0160728909
303	0.01607286628
304	0.01604578753
305	0.01602131694
306	0.0160088773
307	0.01599885588
308	0.01598815437
309	0.0159682661
310	0.01595868847
311	0.0159325226
312	0.0159091557
313	0.01589818259
314	0.0158802078
315	0.0158717698
316	0.01584103172
317	0.01584102352
318	0.01584103856
319	0.01581801129
320	0.0157809569
