iter	Passed	Remaining
621	5384	3272
622	5392	3263
623	5400	3254
624	5408	3245
625	5416	3236
626	5424	3227
627	5432	3217
628	5440	3208
629	5448	3199
630	5456	3190
631	5465	3182
632	5473	3173
633	5481	3164
634	5489	3155
635	5498	3146
636	5507	3138
637	5515	3129
638	5523	3120
639	5531	3111
640	5539	3102
641	5547	3093
642	5555	3084
643	5563	3075
644	5571	3066
645	5580	3057
646	5588	3048
647	5596	3039
648	5604	3030
649	5611	3021
650	5620	3012
651	5627	3003
652	5636	2995
653	5644	2986
654	5652	2977
655	5660	2968
656	5668	2959
657	5676	2950
658	5684	2941
659	5692	2932
660	5702	2924
661	5710	2915
662	5719	2907
663	5726	2897
664	5734	2888
665	5742	2880
666	5750	2871
667	5758	2862
668	5766	2853
669	5775	2844
670	5783	2835
671	5790	2826
672	5799	2817
673	5807	2808
674	5815	2799
675	5822	2790
676	5830	2781
677	5838	2772
678	5846	2764
679	5854	2755
680	5862	2746
681	5871	2737
682	5878	2728
683	5886	2719
684	5895	2711
685	5903	2702
686	5911	2693
687	5919	2684
688	5927	2675
689	5936	2667
690	5944	2658
691	5952	2649
692	5960	2640
693	5967	2631
694	5975	2622
695	5983	2613
696	5992	2604
697	6000	2596
698	6008	2587
699	6016	2578
700	6024	2569
701	6032	2560
702	6040	2552
703	6049	2543
704	6057	2534
705	6065	2526
706	6073	2517
707	6081	2508
708	6088	2499
709	6096	2490
710	6104	2481
711	6112	2472
712	6120	2463
713	6128	2454
714	6136	2446
715	6144	2437
716	6152	2428
717	6160	2419
718	6168	2410
719	6176	2402
720	6185	2393
721	6193	2384
722	6201	2375
723	6210	2367
724	6218	2358
725	6225	2349
726	6233	2340
727	6241	2332
728	6250	2323
729	6258	2314
730	6265	2305
731	6273	2296
732	6281	2288
733	6289	2279
734	6297	2270
735	6305	2261
736	6313	2252
737	6320	2244
738	6328	2235
739	6336	2226
740	6344	2217
741	6353	2209
742	6361	2200
743	6369	2191
744	6377	2182
745	6385	2174
746	6392	2165
747	6400	2156
748	6408	2147
749	6416	2138
750	6424	2129
751	6432	2121
752	6440	2112
753	6448	2103
754	6456	2095
755	6464	2086
756	6472	2077
757	6480	2068
758	6488	2060
759	6496	2051
760	6504	2042
761	6513	2034
762	6521	2025
763	6529	2016
764	6537	2008
765	6545	1999
766	6553	1990
767	6561	1982
768	6568	1973
769	6576	1964
770	6585	1955
771	6592	1947
772	6600	1938
773	6607	1929
774	6615	1920
775	6623	1912
776	6631	1903
777	6640	1894
778	6648	1886
779	6656	1877
780	6664	1868
781	6671	1859
782	6680	1851
783	6688	1842
784	6696	1833
785	6703	1825
786	6711	1816
787	6719	1807
788	6728	1799
789	6736	1790
790	6744	1781
791	6752	1773
792	6760	1764
793	6768	1755
794	6775	1747
795	6783	1738
796	6791	1729
797	6799	1721
798	6807	1712
799	6815	1703
800	6823	1695
801	6839	1688
802	6856	1682
803	6866	1674
804	6878	1666
805	6886	1657
806	6898	1649
807	6908	1641
808	6917	1633
809	6925	1624
810	6933	1615
811	6942	1607
812	6952	1599
813	6960	1590
814	6968	1581
815	6979	1573
816	6987	1565
817	6995	1556
818	7003	1547
819	7011	1539
820	7019	1530
821	7028	1521
822	7036	1513
823	7044	1504
824	7052	1496
825	7060	1487
826	7068	1478
827	7076	1469
828	7083	1461
829	7091	1452
830	7099	1443
831	7107	1435
832	7115	1426
833	7123	1417
834	7132	1409
835	7140	1400
836	7148	1392
837	7156	1383
838	7164	1374
839	7172	1366
840	7181	1357
841	7189	1349
842	7196	1340
843	7204	1331
844	7212	1322
845	7220	1314
846	7228	1305
847	7236	1297
848	7244	1288
849	7252	1279
850	7260	1271
851	7269	1262
852	7277	1254
853	7284	1245
854	7293	1236
855	7300	1228
856	7308	1219
857	7316	1210
858	7324	1202
859	7333	1193
860	7341	1185
861	7350	1176
862	7357	1168
863	7365	1159
864	7373	1150
865	7380	1142
866	7389	1133
867	7397	1124
868	7404	1116
869	7413	1107
870	7421	1099
871	7430	1090
872	7438	1082
873	7446	1073
874	7454	1064
875	7462	1056
876	7470	1047
877	7478	1039
878	7486	1030
879	7494	1022
880	7502	1013
881	7510	1004
882	7518	996
883	7526	987
884	7534	979
885	7543	970
886	7551	961
887	7558	953
888	7566	944
889	7574	936
890	7581	927
891	7589	918
892	7597	910
893	7605	901
894	7613	893
895	7621	884
896	7629	876
897	7637	867
898	7645	858
899	7653	850
900	7662	841
901	7670	833
902	7677	824
903	7686	816
904	7694	807
905	7702	799
906	7710	790
907	7718	782
908	7726	773
909	7734	764
910	7742	756
911	7750	747
912	7758	739
913	7766	730
914	7774	722
915	7781	713
916	7789	705
917	7797	696
918	7805	687
919	7813	679
920	7821	670
921	7829	662
922	7838	653
923	7846	645
924	7854	636
925	7862	628
926	7870	619
927	7877	611
928	7885	602
929	7893	594
930	7902	585
931	7910	577
932	7918	568
933	7926	560
934	7933	551
935	7942	543
936	7950	534
937	7959	526
938	7967	517
939	7975	509
940	7983	500
941	7991	492
942	7999	483
943	8007	474
944	8014	466
945	8022	457
946	8030	449
947	8038	440
948	8047	432
949	8054	423
950	8062	415
951	8070	406
952	8078	398
953	8086	389
954	8094	381
955	8102	372
956	8110	364
957	8118	355
958	8126	347
959	8134	338
960	8142	330
961	8151	321
962	8159	313
963	8166	304
964	8174	296
965	8182	287
966	8190	279
967	8198	271
968	8206	262
969	8214	254
970	8223	245
971	8230	237
972	8238	228
973	8246	220
974	8254	211
975	8262	203
976	8270	194
977	8283	186
978	8291	177
979	8299	169
980	8307	160
981	8315	152
982	8323	143
983	8331	135
984	8339	127
985	8347	118
986	8356	110
987	8364	101
988	8372	93
989	8380	84
990	8387	76
991	8396	67
992	8404	59
993	8412	50
994	8420	42
995	8427	33
996	8435	25
997	8443	16
998	8451	8
999	8459	0
